Run,median,var,count,centered_factor,reliability,applied_factor
1,0.03371234898181541,4.802103950926447e-06,2,0.01603435635401418,0.11848712294955503,0.001899864752735057
2,0.0016436362737870525,0.006329041942268195,7,-0.01603435635401418,0.11848712294955503,-0.001899864752735057
